"idno","Admin Agency","email","url","year","approp_title","fund_code","eligibility","bond_sale_date","bond_series_number","amount_of_bond","category","subcategory","county","state_amount","chapter_section","reversion_date","valid_encumbrance_amount","expended_amount","aipp_amount_bof","reversion_amount","appropriation_balance","last_update","icip_project_number","icip_priority_number","local_fiscal_agent","amount_obligated","project_end_date","expended_amount_state","aipp_amount","reauth_of_balance_to_new","reauth_to_project_number","reversion_amount_two","project_status","goal_milestone_last_quarter","goal_milestone_next_quarter","project_phase","current_balance","last_agency_update","last_submission_date","expended_amount_local","current_balance_local","project_status_local","project_phase_local","goal_milestone_last_quarter_local","goal_milestone_next_quarter_local","valid_contracts_in_place","no_activity_for_month","last_submission_date_local","last_update_local"
"12-1129","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1129","2012","GOB-ALTS ARTESIA SENIOR CENTER  VEHICLES","GENERAL OBLIGATION BONDS","","4/23/13","GOB13","48000","Local","Vehicles (buses, trucks, heavy equipment, etc.)","Eddy","48000","54 / 10/A/ 29","6/30/16","0","0","0","0","48000","5/26/15 0:00","","/","03001 - Artesia","0","***","0","0","0","","0","Grant agreement is fully executed.  City of Artesia complied with special conditions and is in compliace with EO 2013-006.  Funds will be used to purchase and equip (1) handicap accessible van","City has confirmed delivery of the vehicles.","Process the reimbursement request and close out the project","0245 - Purchase Complete","48000","5/26/15 0:00","3/16/15 0:00","0","0","final reimbursedment sent","","","","FALSE","FALSE","1/1/80 0:00","5/5/15 0:00"
"12-1292","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1292","2012","ALB HIGH SCHL INFO TECH","SEVERANCE TAX BONDS","","6/21/12","STB12A","100000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","100000","64 / 8/ 12","6/30/16","0","99976","0","24","0","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","100000","0","0","","0","project complete","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","79513","20487","Expended Amount  79,513.24.  Purchase in Process amount 20,478.70.","","","","TRUE","FALSE","5/20/13 0:00","5/20/13 0:00"
"12-1641","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1641","2012","RIO RANCHO REGIONAL PARK FCLTY 21/14, RET","SEVERANCE TAX BONDS REAUTH","","***","","0","","","Sandoval","0","63 / 88","6/30/14","0","0","0","0","0","","","/","29005 - Rio Rancho","0","***","0","0","0","","0","Zero balance reauth from prior project.","","","0100 - Appropriated","0","2/18/14 0:00","2/18/14 0:00","0","0","","","","","","","",""
"12-1318","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1318","2012","ZUNI ELEM SCHL INFO TECH/COMM SYS/PHONES","SEVERANCE TAX BONDS","","6/21/12","STB12A","70000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","70000","64 / 8/ 58","6/30/16","0","69997","0","3","0","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","69997","0","0","","3","project complete","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","69997","3","Expended Amount:69,996.52.","","","","TRUE","FALSE","5/20/13 0:00","5/20/13 0:00"
"12-1368","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1368","2012","GREATER GLORIETA COMMUNITY REG MDWCA IMPROVE","SEVERANCE TAX BONDS","","6/21/12","STB12A","50000","Local","Water & Wastewater (water lines, wells, sewer, treatment, etc.)","Santa Fe","50000","64 / 11/ 43","6/30/16","0","18592","0","0","31408","5/26/15 0:00","","/","01028 - Glorieta MDWA","0","***","18592","0","0","","0","3/13/15: Project has SAP, WTB-248 and CDBG funding. Phase 1 includes the water line connecting the Village of Glorieta and Glorieta Estates and meters for all three water systems. Construction of Phase 1 completed 7/16/2014. Phase 2 includes a new tank in East Glorieta and well collector line. Phase 2 plans and specs approved by CPB 11/18/14. Phase 3 includes East Glorieta distribution system and new regional well. CPB reviewed Phase 3 plans and specs 12/26/14.","Phase 3 plans and specs reviewed 12/26/15","Advertise Phase 2 construction for bids","0200 - Purchase in Process - Ad/Bid","31408","5/26/15 0:00","4/8/15 0:00","18591","31408","Punch list for waterline connection project complete and construction is now fully completed and operational. Phase II final design for water storage tank   infrastructure improvements for East Glorieta completed and approved by NMED, project to be placed out to bid by late spring 2015.","","Completion of waterline construction project. Approval of final design and construction documents by NMED for Phase II storage tank & infrastructure improvements for East Glorieta.","Phase II storage tank & infrastructure improvements to be placed out to bid, selection of contractor.","TRUE","FALSE","4/2/15 0:00","4/2/15 0:00"
"12-1407","Interstate Stream Commission","","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1407","2012","TALPA IRRIGATION RESERVOIR INLET ACEQUIA IMPROVE","SEVERANCE TAX BONDS","","6/21/12","STB12A","50000","Local","Acequias & Dams (rivers, conservation)","Taos","50000","64 / 15/ 25","6/30/16","0","50000","0","0","0","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","50000","0","0","","0","Fully expended.","","","0250 - Project Closed","0","5/26/15 0:00","3/3/15 0:00","0","0","","","","","","","",""
"12-1315","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1315","2012","TRUMAN MID SCHL FAMILY RESOURCE CTR INFO TECH","SEVERANCE TAX BONDS","","6/21/12","STB12A","10000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","10000","64 / 8/ 53","6/30/16","0","9999","0","1","0","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","9999","0","0","","1","project complete","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","9999","1","Expended Amount:9,998.61. Reimbursement pending PED/DFA.","","","","TRUE","FALSE","5/20/13 0:00","5/20/13 0:00"
"12-1495","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1495","2012","ESTANCIA MVD & MUNICIPAL COURT FACILITY","SEVERANCE TAX BONDS","","6/21/12","STB12A","12000","Local","Public Buildings & Equip. (govt offices, rest areas, fair facil., etc.)","Torrance","12000","64 / 16/147","6/30/16","0","11960","0","0","40","5/26/15 0:00","","/","22002 - Estancia","0","***","11960","0","0","","40","Grant agreement fully executed 11/14/2012. Fully expended as of 2/2013 reverting a balance of $40.00.

  0150-Grant Agreement Issued    11/14/2012","","","0250 - Project Closed","0","1/20/15 15:45","1/20/15 15:45","11960","40","complete","","","","TRUE","FALSE","7/15/13 0:00","8/23/13 0:00"
"12-1163","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1163","2012","GOB-ALTS TUCUMCARI SENIOR CTR RENOVATE","GENERAL OBLIGATION BONDS","","4/23/13","GOB13","24500","Local","Senior Citizens","Quay","24500","54 / 10/A/ 63","6/30/16","0","0","0","0","24500","5/26/15 0:00","","/","10004 - Tucumcari","0","***","0","0","0","","0","Grant agreement is fully executed.  Funds will be used to install new hood vent at House Senior Center.  City is in transition after the departure of the grants administrator in February","No progress to report this quarter 03/16/2015.  Still trying to transition with new staff","Follow up with new staff and reivew and approve the new scope of work.","0150 - Grant Agreement Issued","24500","5/26/15 0:00","3/16/15 0:00","0","0","obtain approval for RFP from ALTSD and hire a contractor to complete work","","I talked to the City Clerk to learn the process of using CES to hire a contractor to install the hood vent at House Senior Center.","Get approval to order hood vent and create Purchase Order for installation through CES.","FALSE","FALSE","12/12/14 0:00","12/12/14 0:00"
"12-1324","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1324","2012","EDISON ELEM SCHL ELECTRICAL UPGRADE","SEVERANCE TAX BONDS","","6/21/12","STB12A","20000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Eddy","20000","64 / 8/ 68","6/30/16","0","19886","0","0","114","5/26/15 0:00","","/","03007 - Carlsbad Municipal Schools","0","***","19886","0","0","","114","project complete","","","0250 - Project Closed","0","5/26/15 0:00","1/1/80 0:00","19886","0","Project was completed on December 20, 2012.  CMS is generating a BAR.","","","","TRUE","FALSE","1/1/80 0:00","1/15/13 0:00"
"12-1363","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1363","2012","CANJILON MDWCA & MSWA WATER SYSTEM IMPROVEMENT","SEVERANCE TAX BONDS","","6/21/12","STB12A","25000","Local","Water & Wastewater (water lines, wells, sewer, treatment, etc.)","Rio Arriba","25000","64 / 11/ 35","6/30/16","0","25000","0","0","0","5/26/15 0:00","","/","17026 - Canjilon MDWCA","0","***","25000","0","0","","0","Bonds to be sold June 21, 2012. CPB reviewed and approved engineering contract 10/12 and awaiting receipt of executed contract. Project to be bid for construction in spring 2013. Plans and specs approved 6/6/13. Funds fully expended, project closed.","Plans completed and approved","Project will be completed this quarter","0250 - Project Closed","0","5/26/15 0:00","12/2/13 0:00","25000","0",".","",".Project Completed",".Project Completed","FALSE","FALSE","11/25/13 0:00","11/25/13 0:00"
"12-1556","Department of Transportation","mailto:AudreyS.Gonzales@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1556","2012","NORTH VALLEY RR TRACK & SIGNAL IMPROVE, RET","SEVERANCE TAX BONDS REAUTH","","6/25/08","STB08A-1","18100","","","Bernalillo","0","63 /   3","6/30/14","0","0","0","0","18100","5/26/15 0:00","","/","02180 - Mid Region Council of Governments","0","***","0","0","0","","0","Project budgeted.","","","0130 - Budgeted","18100","5/26/15 0:00","12/9/13 0:00","0","0","","","","","","","",""
"12-1305","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1305","2012","HARRISON MID SCHL FAMILY RESOURCE CTR INFO TECH","SEVERANCE TAX BONDS","","6/21/12","STB12A","110000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","110000","64 / 8/ 36","6/30/16","0","109996","0","4","0","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","109996","0","0","","4","project complete","","","0250 - Project Closed","0","5/26/15 0:00","9/15/14 0:00","109997","3","Expended Amount: 109,996.04  Revert Amount: 3.96","","Expended $109,996.04","Project Complete - Waiting on payment from DFA","TRUE","FALSE","8/28/14 0:00","8/28/14 0:00"
"13-1811","Secretary of State","mailto:Kenneth.ortiz@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=13-1811","2013","SOS VOTING TABULATOR SYSTEMS","SEVERANCE TAX BONDS","","7/23/13","STB13A","6000000","State Facility","Public Buildings & Equip. (govt offices, rest areas, fair facil., etc.)","Statewide","6000000","226 / 32/2","6/30/16","0","6000000","0","0","0","5/26/15 0:00","25967","2015 / 1","99370 - Secretary of State","0","12/31/14","5999900","0","0","","0","Project is complete.","","","0245 - Purchase Complete","100","5/26/15 0:00","12/12/14 0:00","0","0","","","","","","","",""
"12-1102","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1102","2012","GOB-ALTS ALB CENTRAL KITCHEN RENOVATE","GENERAL OBLIGATION BONDS","","4/23/13","GOB13","30000","Local","Senior Citizens","Bernalillo","30000","54 / 10/A/  2","6/30/16","0","0","0","0","30000","5/26/15 0:00","","/","02100 - Albuquerque","0","***","0","0","0","","0","Project is ready to begin construction.  NOO issued for Valley Fence and Facility Build.  Grant agreement is fully executed.  The funds will be used to install data infrastructure and telephone equipment","Notice of obligations issued for Valley Fence for $3,346.00 and Facility Build for $5,402.27 on 3/3/2015","Allow the city to proceed with scope of work approved by ALTSD","0220 - Project in Construction","30000","5/26/15 0:00","3/16/15 0:00","0","30000","12/22/2014 - Department has received estimates for from the on-call contractor to rennovate an office.  The Department is waiting on a quote for additional security equipment.","","Department identified on call vendor","Start rennovation project","FALSE","TRUE","9/12/14 0:00","12/22/14 0:00"
"12-1395","Interstate Stream Commission","","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1395","2012","EAST PUERTO DE LUNA DITCH IMPROVE","SEVERANCE TAX BONDS","","6/21/12","STB12A","60000","Local","Acequias & Dams (rivers, conservation)","Guadalupe","60000","64 / 15/  2","6/30/16","0","0","0","0","60000","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","0","0","0","","0","CIP Agreement being reviewed. Meeting with commissioners to discuss outstanding debt. No activity from Acequia Commission.","","","0100 - Appropriated","60000","5/26/15 0:00","8/14/14 0:00","0","0","","","","","","","",""
"12-1534","New Mexico State University","mailto:walke@ad.nmsu.edu","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1534","2012","NMSU SPEECH & HEARING CLINIC CONSTRUCT","SEVERANCE TAX BONDS","","6/21/12","STB12A","75000","HED","Higher Education (facilities, equipment)","Dona Ana","75000","64 / 23/  4","6/30/16","0","74696","0","0","304","5/26/15 0:00","","/","99954 - New Mexico State University","0","***","74969","0","0","","0","March 2015 Project is complete awaiting final billings.","All equipment purchased","Closeout","0230 - Substantial Completion - Closeout","31","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"12-1554","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1554","2012","STW-PED SCHOOL BUS PURCHASE STATEWIDE, RET","SEVERANCE TAX BONDS REAUTH","","6/21/12","STB12A","2500000","Reauthorized Project","","Statewide","0","64 / 36","6/30/16","0","1198223","0","0","0","5/26/15 0:00","","/","0","0","***","2497438","0","0","","0","reauthorized from dfa 11-1298","","","0245 - Purchase Complete","2562","5/26/15 0:00","1/1/80 0:00","0","0","","","","","","","",""
